ID,nest,year,firstFound,lastPresent,lastChecked,fate,ageDay1,site,rat5,rat6,rat7,rat8,rat9,rat10,mouse5,mouse6,mouse7,mouse8,mouse9,mouse10,habitat,orientation,proximate_village,elevation,nest_width,nest_height,nest_lenght,chamber,substrate,walls,vegetation_cover,curved_entrance,predated,predator
189,64,2011,3,21,21,0,-12,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,159,29,30,65,yes,soil,no,70,1,0,unpred
190,63,2011,2,14,15,1,-5,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,144,39.5,20,120,yes,soil,no,50,1,1,cat
191,61,2011,2,9,10,1,-5,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,153,55,56,230,yes,soil,no,10,1,1,cat
192,60,2011,3,11,12,1,-12,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,167,65,14,90,yes,soil,no,40,1,1,rat
193,57,2011,3,16,17,1,-12,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,166,30,17,57,yes,soil,no,70,1,0,unpred
194,56,2011,2,11,12,1,-5,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,162,37,20,83,yes,soil,no,70,0,1,rat
195,51,2011,3,21,21,0,-12,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,190,230,15,100,yes,soil,no,60,0,1,cat
196,50,2011,3,10,11,1,-12,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,188,36,13,60,yes,soil,no,80,0,1,cat
197,49,2011,3,11,12,1,-12,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,188,55,14,55,yes,soil,no,80,0,0,unpred
198,24,2011,3,11,12,1,-12,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,160,80,14,70,yes,soil,no,70,0,1,cat
199,23,2011,3,21,21,0,-12,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,177,62,13,97,yes,soil,no,40,0,0,unpred
200,133b,2011,3,21,21,0,-12,Pico João de Moura,0.6,0.75,0.65,0.45,0.55,0.25,0.05,0.15,0.45,0.4,0.3,0.9,riverbank with trees,NE,3700,176,47,18,80,yes,soil,no,30,0,0,unpred
201,1003,2011,3,12,13,1,-12,Pico João de Moura,0.6,0.75,0.65,0.45,0.55,0.25,0.05,0.15,0.45,0.4,0.3,0.9,riverbank with trees,NE,3700,167,39,55,150,yes,rock,no,80,0,0,unpred
202,1002,2011,2,21,21,0,-5,Pico João de Moura,0.6,0.75,0.65,0.45,0.55,0.25,0.05,0.15,0.45,0.4,0.3,0.9,riverbank with trees,NE,3700,161,51,17,60,yes,soil,no,30,0,1,cat
203,222,2011,2,21,21,0,-5,Pico João de Moura,0.6,0.75,0.65,0.45,0.55,0.25,0.05,0.15,0.45,0.4,0.3,0.9,riverbank with trees,NE,3706,200,156,43,100,yes,soil,no,30,0,1,cat
204,220,2011,2,20,21,0,-5,Pico João de Moura,0.6,0.75,0.65,0.45,0.55,0.25,0.05,0.15,0.45,0.4,0.3,0.9,riverbank with trees,NE,3702,175,37,30,65,yes,soil,no,70,0,0,unpred
205,208,2011,2,21,21,0,-5,Pico João de Moura,0.6,0.75,0.65,0.45,0.55,0.25,0.05,0.15,0.45,0.4,0.3,0.9,riverbank with trees,NE,3712,183,31,21,95,yes,soil,yes,20,0,0,unpred
206,207,2011,1,9,10,1,0,Pico João de Moura,0.6,0.75,0.65,0.45,0.55,0.25,0.05,0.15,0.45,0.4,0.3,0.9,riverbank with trees,NE,3709,173,50,18,60,yes,soil,yes,60,0,1,rat
207,206,2011,2,10,11,1,-5,Pico João de Moura,0.6,0.75,0.65,0.45,0.55,0.25,0.05,0.15,0.45,0.4,0.3,0.9,riverbank with trees,NE,3706,186,78,17,57,yes,soil,yes,30,0,0,unpred
208,144,2011,2,9,10,1,-5,Pico João de Moura,0.6,0.75,0.65,0.45,0.55,0.25,0.05,0.15,0.45,0.4,0.3,0.9,riverbank with trees,NE,3700,180,17,11,10,no,soil,yes,80,0,1,cat
209,141,2011,2,9,10,1,-5,Pico João de Moura,0.6,0.75,0.65,0.45,0.55,0.25,0.05,0.15,0.45,0.4,0.3,0.9,riverbank with trees,NE,3700,181,18,19,100,yes,soil,no,60,0,1,cat
210,139,2011,3,21,21,0,-12,Pico João de Moura,0.6,0.75,0.65,0.45,0.55,0.25,0.05,0.15,0.45,0.4,0.3,0.9,riverbank with trees,NE,3700,173,21,33,40,yes,soil,yes,80,1,0,unpred
211,138,2011,3,11,12,1,-12,Pico João de Moura,0.6,0.75,0.65,0.45,0.55,0.25,0.05,0.15,0.45,0.4,0.3,0.9,riverbank with trees,NE,3700,166,35,22,68,yes,soil,yes,80,0,1,cat
212,137,2011,3,21,21,0,-12,Pico João de Moura,0.6,0.75,0.65,0.45,0.55,0.25,0.05,0.15,0.45,0.4,0.3,0.9,riverbank with trees,NE,3700,176,25,36,78,yes,soil,yes,80,0,0,unpred
213,136,2011,2,10,11,1,-5,Pico João de Moura,0.6,0.75,0.65,0.45,0.55,0.25,0.05,0.15,0.45,0.4,0.3,0.9,riverbank with trees,NE,3700,186,56,29,72,yes,soil,no,20,0,1,cat
214,135,2011,3,13,14,1,-12,Pico João de Moura,0.6,0.75,0.65,0.45,0.55,0.25,0.05,0.15,0.45,0.4,0.3,0.9,riverbank with trees,NE,3700,176,109,45,145,yes,soil,no,20,0,1,cat
215,134,2011,2,13,14,1,-5,Pico João de Moura,0.6,0.75,0.65,0.45,0.55,0.25,0.05,0.15,0.45,0.4,0.3,0.9,riverbank with trees,NE,3700,175,23,14,120,no,soil,no,30,0,1,cat
216,132,2011,3,12,13,1,-12,Pico João de Moura,0.6,0.75,0.65,0.45,0.55,0.25,0.05,0.15,0.45,0.4,0.3,0.9,riverbank with trees,NE,3700,174,76,23,93,yes,soil,no,30,1,1,cat
217,114a,2011,4,4,5,1,-18,Miradouro do Portal,0.45,0.35,0.25,0.3,0.4,0.75,0.1,0.25,0.35,0.35,0.4,0.1,Arundo donax,S,180,123,36,25,23,no,soil,no,40,1,1,rat
218,822,2011,2,18,19,1,-5,Fajã Rochosa,0.05,0.05,0.1,0.15,0,0.15,0,0.55,0.55,0.1,0.1,0.45,coast with rocks,SE,590,5,23,29,40,yes,rock,no,0,0,1,cat
219,816,2011,3,15,16,1,-12,Fajã Rochosa,0.05,0.05,0.1,0.15,0,0.15,0,0.55,0.55,0.1,0.1,0.45,coast with rocks,SE,590,1,24,26,39,yes,rock,no,0,0,1,cat
220,129,2011,2,6,7,1,-5,Pico João de Moura,0.6,0.75,0.65,0.45,0.55,0.25,0.05,0.15,0.45,0.4,0.3,0.9,riverbank with trees,NE,3700,170,28,36,59,yes,soil,no,30,0,1,cat
221,119,2011,3,21,21,0,-12,Miradouro do Portal,0.45,0.35,0.25,0.3,0.4,0.75,0.1,0.25,0.35,0.35,0.4,0.1,Arundo donax,S,180,139,29,33,40,yes,soil,yes,80,0,0,unpred
222,92,2011,3,11,12,1,-12,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,197,34,23,49,yes,soil,no,70,0,1,cat
223,84,2011,2,2,3,1,-5,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,206,34,33,76,yes,soil,no,80,0,1,cat
224,10,2011,3,10,11,1,-12,Fajã Rochosa,0.05,0.05,0.1,0.15,0,0.15,0,0.55,0.55,0.1,0.1,0.45,coast with rocks,SE,590,31,60,18,120,yes,rock,no,0,0,1,cat
225,58,2011,3,21,21,0,-12,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,168,50,32,64,yes,soil,no,70,1,0,unpred
226,118,2011,3,21,21,0,-12,Miradouro do Portal,0.45,0.35,0.25,0.3,0.4,0.75,0.1,0.25,0.35,0.35,0.4,0.1,Arundo donax,S,180,134,32,47,89,yes,rock,yes,100,0,0,unpred
227,198,2011,2,10,11,1,-5,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,214,30,28,59,no,soil,yes,80,0,1,cat
228,1,2009,2,7,8,1,-9,Fajã Rochosa,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,coast with rocks,SE,590,32,61,17,130,yes,rock,no,0,0,1,cat
228,1,2009,2,21,21,0,-12,Fonte Velha,0.2,0.2,0.8,0.8,0.8,0.8,0.7,0.7,0.2,0.2,0.2,0.2,semi-natural grassland,S,200,208,110,30,50,yes,rock,no,10,0,0,unpred
228,2,2009,2,9,10,1,-12,Fonte Velha,0.2,0.2,0.8,0.8,0.8,0.8,0.7,0.7,0.2,0.2,0.2,0.2,semi-natural grassland,S,200,189,64,30,110,no,soil,no,10,0,1,cat
228,3,2009,2,10,11,1,-12,Fonte Velha,0.2,0.2,0.8,0.8,0.8,0.8,0.7,0.7,0.2,0.2,0.2,0.2,semi-natural grassland,S,200,192,30,25,25,no,soil,no,10,0,1,cat
228,4,2009,2,10,11,1,-12,Fonte Velha,0.2,0.2,0.8,0.8,0.8,0.8,0.7,0.7,0.2,0.2,0.2,0.2,semi-natural grassland,S,200,183,103,26,120,yes,soil,no,10,0,1,rat
228,5,2009,2,9,10,1,-12,Fonte Velha,0.2,0.2,0.8,0.8,0.8,0.8,0.7,0.7,0.2,0.2,0.2,0.2,semi-natural grassland,S,200,196,57,20,70,yes,soil,no,50,0,1,cat
228,6,2009,2,21,21,0,-12,Fonte Velha,0.2,0.2,0.8,0.8,0.8,0.8,0.7,0.7,0.2,0.2,0.2,0.2,semi-natural grassland,S,200,209,23,12,180,yes,soil,yes,40,0,0,unpred
228,8,2009,2,21,21,0,-12,Fonte Velha,0.2,0.2,0.8,0.8,0.8,0.8,0.7,0.7,0.2,0.2,0.2,0.2,semi-natural grassland,S,200,173,63,30,130,yes,soil,no,80,0,0,unpred
228,9,2009,2,6,7,1,-12,Fonte Velha,0.2,0.2,0.8,0.8,0.8,0.8,0.7,0.7,0.2,0.2,0.2,0.2,semi-natural grassland,S,200,215,42,42,100,yes,soil,no,80,0,1,cat
228,10,2009,2,3,4,1,-9,Fajã Rochosa,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,coast with rocks,SE,591,31,60,18,120,yes,rock,no,0,0,1,rat
228,11,2009,2,5,6,1,-9,Fajã Rochosa,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,coast with rocks,SE,592,6,30,35,50,no,soil,no,0,0,1,cat
228,11,2009,2,9,10,1,-12,Fonte Velha,0.2,0.2,0.8,0.8,0.8,0.8,0.7,0.7,0.2,0.2,0.2,0.2,semi-natural grassland,S,200,171,46,30,68,yes,soil,no,80,0,1,rat
228,12,2009,2,21,21,0,-12,Fonte Velha,0.2,0.2,0.8,0.8,0.8,0.8,0.7,0.7,0.2,0.2,0.2,0.2,semi-natural grassland,S,200,169,52,17,65,yes,soil,yes,40,0,0,unpred
228,13,2009,1,14,15,1,-3,Fajã Rochosa,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,coast with rocks,SE,598,23,32.5,22,90,yes,rock,no,0,0,1,cat
228,14,2009,2,8,9,1,-12,Fonte Velha,0.2,0.2,0.8,0.8,0.8,0.8,0.7,0.7,0.2,0.2,0.2,0.2,semi-natural grassland,S,200,177,60,17,70,yes,soil,yes,40,0,1,cat
228,15,2009,2,6,7,1,-12,Fonte Velha,0.2,0.2,0.8,0.8,0.8,0.8,0.7,0.7,0.2,0.2,0.2,0.2,semi-natural grassland,S,200,162,23,25,47,no,soil,yes,20,0,1,cat
228,18,2009,2,9,10,1,-4,Fajã Rochosa,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,coast with rocks,SE,600,9,22,32,77,yes,rock,no,0,1,1,cat
228,20,2009,2,9,10,1,-13,Estrada,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.8,0.2,0.2,0.2,0.2,road,S,170,146,50,60,215,yes,rock,yes,20,0,1,cat
228,20,2009,1,9,10,1,-4,Fajã Rochosa,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,coast with rocks,SE,603,6,67,46,180,yes,rock,no,0,0,1,cat
228,21,2009,2,21,21,0,-12,Fonte Velha,0.2,0.2,1,1,1,1,0.6,0.6,0.8,0.8,0.8,0.8,semi-natural grassland,S,200,227,60,40,150,yes,rock,yes,20,0,0,unpred
228,23,2009,2,11,12,1,-12,Pão de Açúcar,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,semi-natural grassland,SW,500,177,62,13,97,yes,soil,no,40,0,1,cat
228,29,2009,1,8,9,1,1,Cancela do Pico,0.2,0.2,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,grazing land,NE,3800,231,60,10,120,yes,soil,no,80,0,1,cat
228,32,2009,2,21,21,0,-12,Fonte Velha,0.2,0.2,1,1,1,1,0.6,0.6,0.8,0.8,0.8,0.8,semi-natural grassland,S,200,233,28,13,40,yes,soil,no,40,0,0,unpred
228,33,2009,2,21,21,0,-12,Fonte Velha,0.2,0.2,0.8,0.8,0.8,0.8,0.7,0.7,0.2,0.2,0.2,0.2,semi-natural grassland,S,200,157,22,14,50,yes,soil,no,40,0,0,unpred
228,34,2009,2,21,21,0,-12,Fonte Velha,0.2,0.2,0.8,0.8,0.8,0.8,0.7,0.7,0.2,0.2,0.2,0.2,semi-natural grassland,S,200,164,65,16,67,yes,soil,no,40,0,0,unpred
228,38,2009,2,21,21,0,-10,Miradouro do Portal,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,Arundo donax,S,180,133,24,25,68,no,soil,yes,80,1,0,unpred
228,43,2009,2,2,3,1,-10,Miradouro do Portal,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,Arundo donax,S,180,138,21,23,65,no,soil,yes,80,0,1,cat
228,46,2009,2,11,12,1,-11,Fonte Velha,0.2,0.2,0.8,0.8,0.8,0.8,0.7,0.7,0.2,0.2,0.2,0.2,semi-natural grassland,S,200,146,20,25,54,no,soil,yes,20,0,1,cat
228,49,2009,2,21,21,0,-12,Pão de Açúcar,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,semi-natural grassland,SW,500,188,55,14,55,yes,soil,no,80,0,0,unpred
228,50,2009,2,11,12,1,-12,Pão de Açúcar,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,semi-natural grassland,SW,500,188,36,13,60,yes,soil,no,80,0,1,cat
228,51,2009,2,21,21,0,-12,Pão de Açúcar,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,semi-natural grassland,SW,500,190,230,15,100,yes,soil,no,60,0,0,unpred
228,65,2011,1,3,4,1,0,Pão de Açúcar,0.3,0.4,0.35,0.35,0.7,0.8,0.1,0.25,0.4,0.3,0.2,0.15,semi-natural grassland,SW,500,163,53,24,78,yes,soil,no,70,0,1,rat
228,72,2009,2,21,21,0,-12,Pão de Açúcar,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,semi-natural grassland,SW,500,205,93,15,105,yes,soil,no,30,0,0,unpred
228,73,2009,2,21,21,0,-12,Pão de Açúcar,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,semi-natural grassland,SW,500,206,69,9,80,yes,soil,no,30,1,0,unpred
228,74,2009,2,15,16,0,-12,Pão de Açúcar,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,semi-natural grassland,SW,500,187,59,13,130,yes,soil,no,40,1,0,unpred
228,75,2009,2,21,21,0,-12,Pão de Açúcar,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,semi-natural grassland,SW,500,207,23,14,74,yes,soil,no,40,1,0,unpred
228,77,2009,2,21,21,0,-12,Pão de Açúcar,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,semi-natural grassland,SW,500,207,66,29,94,yes,soil,no,40,0,0,unpred
228,78,2009,2,11,12,1,-12,Pão de Açúcar,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,semi-natural grassland,SW,500,214,51,42,123,yes,soil,no,40,0,1,cat
228,79,2009,2,21,21,0,-12,Pão de Açúcar,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,semi-natural grassland,SW,500,211,90,13,75,yes,soil,no,40,0,0,unpred
228,80,2009,2,21,21,0,-9,Fajã Rochosa,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,coast with rocks,SE,590,5,26,75,114,yes,rock,no,0,0,0,unpred
228,81,2009,2,21,21,0,-12,Pão de Açúcar,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,semi-natural grassland,SW,500,208,59,14,72,yes,soil,no,50,0,0,unpred
228,82,2009,2,9,10,1,-12,Pão de Açúcar,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,semi-natural grassland,SW,500,222,17,17,45,yes,soil,no,50,0,1,cat
228,83,2009,2,21,21,0,-12,Pão de Açúcar,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,semi-natural grassland,SW,500,208,29,15,60,yes,soil,no,80,0,0,unpred
228,84,2009,2,9,10,1,-12,Pão de Açúcar,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,semi-natural grassland,SW,500,206,34,33,76,yes,soil,no,80,0,1,cat
228,85,2009,2,7,8,1,-12,Pão de Açúcar,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,semi-natural grassland,SW,500,217,46,37,88,yes,soil,no,50,0,1,cat
228,86,2009,2,7,8,1,-12,Pão de Açúcar,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,semi-natural grassland,SW,500,207,70,14,60,yes,soil,no,40,0,1,cat
228,87,2009,2,21,21,0,-12,Pão de Açúcar,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,semi-natural grassland,SW,500,203,28,24,84,yes,rock,no,40,0,0,unpred
228,88,2009,2,21,21,0,-12,Pão de Açúcar,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,semi-natural grassland,SW,500,200,56,115,47,yes,rock,no,40,0,0,unpred
228,89,2009,2,10,11,1,-12,Pão de Açúcar,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,semi-natural grassland,SW,500,197,60,16,56,no,soil,no,60,0,1,cat
228,92,2009,2,21,21,0,-12,Pão de Açúcar,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,semi-natural grassland,SW,500,197,34,23,49,yes,soil,no,70,0,0,unpred
228,93,2009,2,8,9,1,-12,Pão de Açúcar,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,semi-natural grassland,SW,500,196,50,19,86,yes,soil,no,70,0,1,cat
